"store_name","store_address","store_type","lat","lon","parking","blonde","physio","coldbrew","no_cash","foreign_cash","certification_fd","deli_bus","ecp","close21","pet_zone","airport","seaside","university","terminal","resort","hospital","instore","subway","the_disabled","air_cleaner","eletric_vehicle_charging","service_icon","PRMS_Y","PRMS_M","PRMS_D","hour"
"스타벅스 강릉중앙로점","강원도 강릉시 경강로 2096 (임당동)","general",37.7545,128.896,"False","True","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False","False","True","True","False","['icon23', 'icon22', 'icon_delivers_service', 'icon13', 'icon19', 'icon21']","2014","11","12",NULL
"스타벅스 강북구청사거리점","서울특별시 강북구 도봉로 365 (수유동)","general",37.64,127.027,"False","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","True","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon14', 'icon19']","2015","8","13",NULL
"스타벅스 강북삼성병원1층점","서울특별시 종로구 새문안로 29 (평동)","general",37.5685,126.968,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","['icon23', 'icon22', 'icon20', 'icon13']","2021","7","2",NULL
"스타벅스 강북삼성병원점","서울특별시 종로구 새문안로 29 (평동)","general",37.5685,126.968,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","True","False","False","True","False","False","['icon23', 'icon22', 'icon20', 'icon13', 'icon19']","2020","3","16",NULL
"스타벅스 강서NC점","서울특별시 강서구 강서로56길 17 (등촌동)","general",37.5601,126.841,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon10', 'icon19', 'icon21']","2021","9","2",NULL
"스타벅스 강서구청사거리점","서울특별시 강서구 화곡로 350 (화곡동)","general",37.5549,126.852,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2021","2","18",NULL
"스타벅스 강서녹산DT점","부산광역시 강서구 낙동남로511번길 42 (녹산동)","generalDT",35.1129,128.88,"True","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","['icon04', 'icon23', 'icon22', 'icon21']","2023","11","2",NULL
"스타벅스 강서우장산점","서울특별시 강서구 강서로 231 (화곡동, 우장산역 해링턴 타워), 116/117/118/119/120호","general",37.5466,126.836,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2022","7","7",NULL
"스타벅스 강원대점","강원도 춘천시 서부대성로 243-1 (효자동)","general",37.8727,127.745,"False","True","True","False","True","False","False","True","False","True","False","False","False","True","False","False","False","False","False","True","False","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon08', 'icon19']","2011","1","25",NULL
"스타벅스 강일역점","서울특별시 강동구 고덕로 429 (강일동), 1층","general",37.5575,127.174,"False","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19', 'icon21']","2022","7","25",NULL
"스타벅스 개포동점","서울특별시 강남구 선릉로 34 (개포동)","general",37.4829,127.061,"False","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","['icon23', 'icon22', 'icon20', 'icon19']","2023","4","18",NULL
"스타벅스 갤러리아팰리스점","서울특별시 송파구 올림픽로 212, 갤러리아 팰리스 (잠실동)","general",37.5111,127.094,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2005","3","28",NULL
"스타벅스 거제고현점","경상남도 거제시 거제중앙로 1936 (고현동)","general",34.8908,128.622,"False","True","True","True","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon23', 'icon22', 'icon18', 'icon20', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2015","3","24",NULL
"스타벅스 거제대로DT점","경상남도 거제시 거제대로 4521 (수월동)","generalDT",34.8947,128.642,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon19']","2020","6","15",NULL
"스타벅스 거제옥포DT점","경상남도 거제시 거제대로 3718 (옥포동)","generalDT",34.889,128.692,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon19']","2020","12","8",NULL
"스타벅스 거제장평점","경상남도 거제시 장평3로 43 (장평동)","general",34.893,128.609,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon19', 'icon21']","2023","5","30",NULL
"스타벅스 건국대점","서울특별시 광진구 능동로 117 (화양동)","general",37.5416,127.071,"False","True","True","False","True","False","False","True","False","True","False","False","False","True","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon08', 'icon14', 'icon19', 'icon21']","2019","10","2",NULL
"스타벅스 건국클래식점","서울특별시 광진구 능동로 90 (자양동) 더 클래식500","general",37.5385,127.071,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon14', 'icon19', 'icon21']","2012","6","22",NULL
"스타벅스 건대스타시티점","서울특별시 광진구 아차산로 262 (자양동)","general",37.5385,127.073,"True","True","True","False","True","False","False","True","False","False","False","False","False","False","False","False","False","True","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon10', 'icon14', 'icon19', 'icon21']","2007","3","9",NULL
"스타벅스 건대입구점","서울특별시 광진구 능동로 107 (화양동)","general",37.5407,127.071,"False","True","True","False","True","False","False","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","['icon23', 'icon22', 'icon20', 'icon08', 'icon14']","2005","3","22",NULL
"스타벅스 건대후문점","서울특별시 광진구 능동로 172 (화양동)","general",37.546,127.074,"False","True","True","False","True","False","False","True","False","False","False","False","False","True","False","False","False","False","True","True","True","False","['icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon08', 'icon14', 'icon19', 'icon21']","2022","1","20",NULL
"스타벅스 검단사거리역점","인천광역시 서구 완정로 172 (마전동)","general",37.6025,126.657,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon14', 'icon19', 'icon21']","2018","11","14",NULL
"스타벅스 검단신도시점","인천광역시 서구 이음대로 392 (원당동)115,116,117,118,119호","general",37.5926,126.713,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2023","3","27",NULL
"스타벅스 경기광주ICDT점","경기도 광주시 경충대로 1879 (장지동)","generalDT",37.4057,127.231,"True","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2024","5","27",NULL
"스타벅스 경기광주송정DT점","경기도 광주시 경안천로 118 (송정동)","generalDT",37.4164,127.273,"True","False","True","False","False","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2019","12","12",NULL
"스타벅스 경기광주신현DT점","경기도 광주시 오포읍 태재로 37","generalDT",37.3601,127.153,"True","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2018","12","17",NULL
"스타벅스 경기광주쌍령DT점","경기도 광주시 경충대로 1445 (쌍령동)","generalDT",37.3988,127.273,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2020","2","25",NULL
"스타벅스 경기광주점","경기도 광주시 광주대로 35 (경안동)","general",37.4098,127.26,"True","True","True","False","False","False","False","True","False","True","False","False","False","False","True","False","False","False","False","True","False","False","['icon04', 'icon23', 'icon22', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon12', 'icon19']","2015","11","9",NULL
"스타벅스 경기광주초월역DT점","경기도 광주시 초월읍 경충대로 1084","generalDT",37.3744,127.298,"True","True","True","False","True","False","False","True","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2021","7","13",NULL
"스타벅스 경기대점","서울특별시 서대문구 충정로 53 (충정로2가)","general",37.5637,126.965,"True","True","True","False","True","False","False","True","False","False","False","False","False","True","False","False","False","False","True","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'icon08', 'icon14', 'icon19', 'icon21']","2006","5","15",NULL
"스타벅스 경기양평점","경기도 양평군 양평읍 시민로 75","general",37.4911,127.5,"True","True","True","True","False","False","False","True","False","True","False","False","False","False","True","False","False","False","False","False","True","False","['icon04', 'icon23', 'icon22', 'icon18', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon12', 'icon21']","2018","8","14",NULL
"스타벅스 경남대점","경상남도 창원시 마산합포구 월영남로 3 (해운동)","general",35.1785,128.559,"True","True","True","False","True","False","False","True","False","True","False","False","False","True","True","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon_delivers_service', 'Moon_icon_16x16_230324', 'icon08', 'icon12', 'icon19', 'icon21']","2012","12","12",NULL
"스타벅스 경남사천DT점","경상남도 사천시 사천읍 사천대로 1844","generalDT",35.081,128.084,"True","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon22', 'Moon_icon_16x16_230324', 'icon19', 'icon21']","2019","7","25",NULL
"스타벅스 경동1960점","서울특별시 동대문구 고산자로36길 3 (제기동)","general",37.5796,127.039,"False","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","['icon23', 'icon22', 'Moon_icon_16x16_230324', 'icon21']","2022","12","14",NULL
"스타벅스 경리단길점","서울특별시 용산구 회나무로 3 (이태원동)","general",37.5385,126.987,"False","True","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","['icon23', 'icon22', 'icon_delivers_service', 'icon21']","2022","6","13",NULL
"스타벅스 경복궁사거리점","서울특별시 종로구 율곡로 6, B동 101호(중학동, 트윈트리타워)","general",37.5756,126.98,"True","True","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","False","['icon04', 'icon23', 'icon22', 'icon20', 'icon19', 'icon21']","2011","4","7",NULL
